,rt_total,delay,perceivedTime,pTemporalErrorMs,pTemporalError,delayS,physicalDelay,physicalDelayMs,target.started,distractor.started,participant,congruency,expectation,isTrial,participant,stim_color,responsePointer.started,responsePointer.stopped,responseStarted,responseStarted
47,1.2839589999999999,,0.29953,-282.76450000000006,-0.28276450000000003,,,,0.5822945,,erva80G,,,test,erva80G,,2.28243,3.566389,2.282428,2.282428
48,1.1168554,,1.12182,121.58020000000013,0.12158020000000014,,,,1.0002398,,erva80G,,,test,erva80G,,2.28392,3.4007754,2.2839158,2.2839158
49,1.2505769,,1.19337,93.84340000000013,0.09384340000000013,,,,1.0995266,,erva80G,,,test,erva80G,,2.283,3.5335769,2.2829987,2.2829987
50,1.8510573,,0.18717,-46.65649999999999,-0.04665649999999999,,,,0.2338265,,erva80G,,,test,erva80G,,2.28439,4.1354473,2.2843862,2.2843862
51,1.2668917,,0.549,-18.386299999999967,-0.018386299999999967,,,,0.5673863,,erva80G,,,test,erva80G,,2.28458,3.5514717,2.2845848,2.2845848
52,1.8670941,,0.85242,-49.71060000000005,-0.04971060000000005,,,,0.9021306,,erva80G,,,test,erva80G,,2.28472,4.1518141,2.2847203,2.2847203
53,1.450062,,0.27792,-89.33940000000001,-0.08933940000000001,,,,0.3672594,,erva80G,,,test,erva80G,,2.28469,3.734752,2.2846851,2.2846851
54,1.3671883,,1.64035,22.498200000000026,0.022498200000000024,,,,1.6178518,,erva80G,,,test,erva80G,,2.28391,3.6510983,2.2839082,2.2839082
55,1.216847,,1.53091,-52.090600000000094,-0.0520906000000001,,,,1.5830006,,erva80G,,,test,erva80G,,2.28322,3.500067,2.2832229,2.2832229
56,1.2506067,,0.47232,-311.5788999999999,-0.31157889999999994,,,,0.7838989,,erva80G,,,test,erva80G,,2.28478,3.5353867,2.2847843,2.2847843
57,1.9006968,,0.3588,-107.6495,-0.10764950000000001,,,,0.4664495,,erva80G,,,test,erva80G,,2.28429,4.1849868,2.2842939,2.2842939
58,1.000486,,1.25862,-91.88249999999987,-0.09188249999999987,,,,1.3505025,,erva80G,,,test,erva80G,,2.28423,3.284716,2.2842295,2.2842295
59,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
60,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
61,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
62,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
63,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
64,0.9670161999999998,,0.36108,-205.63000000000002,-0.20563000000000003,,,,0.56671,,erva80G,,,testSingleStim,erva80G,,2.28413,3.2511462,2.284133,2.284133
65,0.9672877,,0.51133,-72.2005,-0.0722005,,,,0.5835305,,erva80G,,,testSingleStim,erva80G,,2.28363,3.2509177,2.6010243,2.6010243
66,1.0007367,,1.57156,104.83260000000017,0.10483260000000016,,,,1.4667274,,erva80G,,,testSingleStim,erva80G,,2.28386,3.2845967,2.2838634,2.2838634
67,0.9675047999999999,,1.27886,-4.52219999999981,-0.00452219999999981,,,,1.2833822,,erva80G,,,testSingleStim,erva80G,,2.28336,3.2508648,2.6506358,2.6506358
68,0.9674261,,0.69915,149.7503,0.1497503,,,,0.5493997,,erva80G,,,testSingleStim,erva80G,,2.28368,3.2511061,2.2836784,2.2836784
69,1.1671952,,0.68983,71.22680000000004,0.07122680000000003,,,,0.6186032,,erva80G,,,testSingleStim,erva80G,,2.28422,3.4514152,2.2842241,2.2842241
70,1.3498458000000002,,0.35363,3.6218000000000083,0.0036218000000000083,,,,0.3500082,,erva80G,,,testSingleStim,erva80G,,2.28495,3.6347958,2.2849534,2.2849534
71,0.7664470999999997,,0.81283,312.75660000000005,0.31275660000000005,,,,0.5000734,,erva80G,,,testSingleStim,erva80G,,2.28425,3.0506971,2.43369,2.43369
72,0.9336981999999998,,1.17612,75.31130000000007,0.07531130000000008,,,,1.1008087,,erva80G,,,testSingleStim,erva80G,,2.28379,3.2174882,2.28379,2.28379
73,0.9163875000000004,,1.16557,14.929699999999935,0.014929699999999935,,,,1.1506403,,erva80G,,,testSingleStim,erva80G,,2.28441,3.2007975,2.2844105,2.2844105
74,1.1004152,,1.61372,163.11870000000005,0.16311870000000006,,,,1.4506013,,erva80G,,,testSingleStim,erva80G,,2.28409,3.3845052,2.2840946,2.2840946
75,0.7833500999999998,,1.65028,32.253899999999945,0.032253899999999947,,,,1.6180261,,erva80G,,,testSingleStim,erva80G,,2.28485,3.0682001,2.5845476,2.5845476
76,0.7170632000000001,,0.63871,5.661499999999986,0.005661499999999986,,,,0.6330485,,erva80G,,,testSingleStim,erva80G,,2.28388,3.0009432,2.2838845,2.2838845
77,1.1669869,,0.75198,-114.58580000000008,-0.11458580000000007,,,,0.8665658,,erva80G,,,testSingleStim,erva80G,,2.2837,3.4506869,2.2837036,2.2837036
78,1.1506509999999999,,1.30545,-161.74050000000005,-0.16174050000000006,,,,1.4671905,,erva80G,,,testSingleStim,erva80G,,2.28323,3.433881,2.6336147,2.6336147
79,1.0995952,,0.79826,-152.14780000000005,-0.15214780000000006,,,,0.9504078,,erva80G,,,testSingleStim,erva80G,,2.28416,3.3837552,2.2841624,2.2841624
80,0.8663732999999998,,1.58154,-35.6455,-0.0356455,,,,1.6171855,,erva80G,,,testSingleStim,erva80G,,2.28425,3.1506233,2.2842468,2.2842468
81,0.8667708999999997,,0.31821,-116.1506,-0.11615059999999999,,,,0.4343606,,erva80G,,,testSingleStim,erva80G,,2.2848,3.1515709,2.2848022,2.2848022
82,1.0009472000000001,,0.09688,-169.8162,-0.1698162,,,,0.2666962,,erva80G,,,testSingleStim,erva80G,,2.28329,3.2842372,2.2832948,2.2832948
83,1.3669200000000004,,1.57739,-222.89959999999985,-0.22289959999999986,,,,1.8002896,,erva80G,,,testSingleStim,erva80G,,2.28421,3.65113,2.3175633,2.3175633
84,2.2009941000000004,,0.76833,18.15869999999997,0.018158699999999972,,,,0.7501713,,erva80G,,,testSingleStim,erva80G,,2.28382,4.4848141,2.3505741,2.3505741
85,1.8005394000000003,,1.36688,-199.96349999999995,-0.19996349999999996,,,,1.5668435,,erva80G,,,testSingleStim,erva80G,,2.28403,4.0845694,2.2840313,2.2840313
86,1.0339771,,1.38819,-145.34409999999997,-0.14534409999999998,,,,1.5335341,,erva80G,,,testSingleStim,erva80G,,2.28363,3.3176071,2.2836311,2.2836311
87,1.0001568,,0.94242,-307.7882999999999,-0.3077882999999999,,,,1.2502083,,erva80G,,,testSingleStim,erva80G,,2.28378,3.2839368,2.2837789,2.2837789
88,0.7501492000000001,,1.47455,-160.18700000000007,-0.16018700000000008,,,,1.634737,,erva80G,,,testSingleStim,erva80G,,2.28481,3.0349592,2.2848087,2.2848087
89,0.7663977000000002,,0.38473,-197.84159999999994,-0.19784159999999995,,,,0.5825716,,erva80G,,,testSingleStim,erva80G,,2.28427,3.0506677,2.3511122,2.3511122
90,0.8505357,,1.28759,-212.25500000000008,-0.21225500000000008,,,,1.499845,,erva80G,,,testSingleStim,erva80G,,2.2837,3.1342357,2.283703,2.283703
91,1.5679489000000002,,0.98919,-244.10930000000008,-0.24410930000000008,,,,1.2332993,,erva80G,,,testSingleStim,erva80G,,2.28354,3.8514889,2.2835377,2.2835377
92,1.3671422,,1.7414,-26.124400000000048,-0.026124400000000048,,,,1.7675244,,erva80G,,,testSingleStim,erva80G,,2.28396,3.6511022,2.283964,2.283964
93,0.7331444,,1.19837,-185.14680000000004,-0.18514680000000006,,,,1.3835168,,erva80G,,,testSingleStim,erva80G,,2.28386,3.0170044,2.2838575,2.2838575
94,0.8671826999999999,,1.33709,3.0425999999998954,0.0030425999999998954,,,,1.3340474,,erva80G,,,testSingleStim,erva80G,,2.2839,3.1510827,2.2839045,2.2839045
95,1.0670875,,0.32779,-139.57009999999997,-0.13957009999999997,,,,0.4673601,,erva80G,,,testSingleStim,erva80G,,2.28451,3.3515975,2.2845065,2.2845065
96,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
97,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
98,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
99,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
100,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
101,1.0995259000000002,500.0,0.5273,326.7273,0.3267273,0.5,0.5333166,533.3166,0.2005727,0.7338893,erva80G,none,0.5,train_doubleStim,erva80G,red,2.28457,3.3840959,2.5010135,2.5010135
102,1.3001764999999996,500.0,0.23874,-61.346599999999974,-0.06134659999999997,0.5,0.5164743,516.4743000000001,0.3000866,0.8165609,erva80G,none,0.5,train_doubleStim,erva80G,green,2.28453,3.5847065,2.2845298,2.2845298
103,1.0338380000000003,500.0,0.26696,-0.14060000000004624,-0.00014060000000004624,0.5,0.517447,517.447,0.2671006,0.7845476,erva80G,none,0.5,train_doubleStim,erva80G,red,2.28429,3.318128,2.6180445,2.6180445
104,0.8499612000000001,500.0,0.72021,-146.40809999999993,-0.14640809999999993,0.5,0.5331288000000001,533.1288000000001,0.8666181,1.3997469,erva80G,none,0.5,train_doubleStim,erva80G,green,2.28432,3.1342812,2.284324,2.284324
105,1.2342115999999996,-500.0,1.19755,-86.50520000000017,-0.08650520000000017,-0.5,-0.5335818000000001,-533.5818000000002,1.2840552,0.7504734,erva80G,none,0.5,train_doubleStim,erva80G,red,2.28392,3.5181316,2.7010323,2.7010323
106,1.1999885000000003,500.0,0.45343,-163.43510000000006,-0.16343510000000006,0.5,0.5167972999999999,516.7973,0.6168651,1.1336624,erva80G,none,0.5,train_doubleStim,erva80G,red,2.28427,3.4842585,2.6335147,2.6335147
107,1.2010318,500.0,0.76749,66.56779999999995,0.06656779999999995,0.5,0.5329627999999998,532.9627999999999,0.7009222,1.233885,erva80G,none,0.5,train_doubleStim,erva80G,green,2.28419,3.4852218,2.2841927,2.2841927
108,0.9337612000000002,500.0,1.27231,105.1666,0.1051666,0.5,0.5327223999999999,532.7223999999999,1.1671434,1.6998658,erva80G,none,0.5,train_doubleStim,erva80G,green,2.28387,3.2176312,2.4173255,2.4173255
109,0.9341543000000003,500.0,0.4612,60.964399999999976,0.060964399999999974,0.5,0.5325913999999999,532.5913999999999,0.4002356,0.932827,erva80G,none,0.5,train_doubleStim,erva80G,red,2.28319,3.2173443,2.6504039,2.6504039
110,0.9672345,500.0,0.25668,39.94870000000003,0.03994870000000003,0.5,0.5173056,517.3056,0.2167313,0.7340369,erva80G,none,0.5,train_doubleStim,erva80G,red,2.28455,3.2517845,2.6837458,2.6837458
111,1.0660192,-500.0,1.43433,-317.8789,-0.31787889999999996,-0.5,-0.5179917,-517.9917,1.7522089,1.2342172,erva80G,none,0.5,train_doubleStim,erva80G,green,2.28503,3.3510492,2.4342987,2.4342987
112,0.7998476000000001,500.0,0.90111,82.8928,0.08289279999999999,0.5,0.5155791,515.5790999999999,0.8182172,1.3337963,erva80G,none,0.5,train_doubleStim,erva80G,red,2.28503,3.0848776,2.2850299,2.2850299
113,1.0005222000000003,-500.0,1.3702,-30.10129999999989,-0.030101299999999886,-0.5,-0.5171778,-517.1778,1.4003013,0.8831235,erva80G,none,0.5,train_doubleStim,erva80G,green,2.28388,3.2844022,2.7008882,2.7008882
114,1.2837920999999999,-500.0,1.33783,-162.28829999999994,-0.16228829999999994,-0.5,-0.5162634,-516.2634,1.5001183,0.9838549,erva80G,none,0.5,train_doubleStim,erva80G,red,2.28453,3.5683221,2.2845305,2.2845305
115,0.9336456000000002,-500.0,1.57268,-28.305499999999874,-0.028305499999999872,-0.5,-0.5337924999999999,-533.7924999999999,1.6009855,1.067193,erva80G,none,0.5,train_doubleStim,erva80G,green,2.28375,3.2173956,2.6008599,2.6008599
116,1.6501089000000002,500.0,0.19793,-85.43820000000002,-0.08543820000000002,0.5,0.5336449999999999,533.645,0.2833682,0.8170132,erva80G,none,0.5,train_doubleStim,erva80G,green,2.28435,3.9344589,2.6840211,2.6840211
117,1.1677467,-500.0,0.76375,-204.82559999999995,-0.20482559999999994,-0.5,-0.5345834,-534.5834000000001,0.9685756,0.4339922,erva80G,none,0.5,train_doubleStim,erva80G,green,2.28365,3.4513967,2.2836477,2.2836477
118,1.3329787999999998,500.0,1.20141,317.83070000000015,0.31783070000000013,0.5,0.533511,533.511,0.8835793,1.4170903,erva80G,none,0.5,train_doubleStim,erva80G,green,2.2843,3.6172788,2.9505495,2.9505495
119,1.4506245,-500.0,1.61287,128.82759999999993,0.12882759999999993,-0.5,-0.5336772000000001,-533.6772000000001,1.4840424,0.9503652,erva80G,none,0.5,train_doubleStim,erva80G,red,2.28362,3.7342445,2.283621,2.283621
120,1.2836446000000001,500.0,1.21757,133.53190000000015,0.13353190000000015,0.5,0.5167811000000002,516.7811000000003,1.0840381,1.6008192,erva80G,none,0.5,train_doubleStim,erva80G,red,2.28411,3.5677546,2.2841093,2.2841093
121,1.1504014000000002,500.0,0.752,319.48929999999996,0.3194893,0.5,0.5339761,533.9761,0.4325107,0.9664868,erva80G,none,0.5,train_doubleStim,erva80G,red,2.28382,3.4342214,2.283822,2.283822
122,1.1838229999999998,500.0,0.55131,50.959599999999995,0.050959599999999994,0.5,0.5326523,532.6523,0.5003504,1.0330027,erva80G,none,0.5,train_doubleStim,erva80G,red,2.28357,3.467393,2.2835667,2.2835667
123,0.9659697999999999,500.0,0.67996,179.66139999999996,0.17966139999999997,0.5,0.5335612999999999,533.5613,0.5002986,1.0338599,erva80G,none,0.5,train_doubleStim,erva80G,red,2.28429,3.2502598,2.6838177,2.6838177
124,0.9336991000000001,-500.0,1.11695,-300.96009999999995,-0.30096009999999995,-0.5,-0.5167607000000001,-516.7607,1.4179101,0.9011494,erva80G,none,0.5,train_doubleStim,erva80G,green,2.28465,3.2183491,2.3849015,2.3849015
125,0.9499802000000002,-500.0,1.26704,-232.82939999999996,-0.23282939999999996,-0.5,-0.5172260999999999,-517.2260999999999,1.4998694,0.9826433,erva80G,none,0.5,train_doubleStim,erva80G,green,2.28367,3.2336502,2.3003093,2.3003093
126,1.3839411,500.0,1.16225,-171.5112000000001,-0.17151120000000009,0.5,0.5330401,533.0401,1.3337612,1.8668013,erva80G,none,0.5,train_doubleStim,erva80G,red,2.2843,3.6682411,3.1511955,3.1511955
127,1.0168512,500.0,1.57552,258.0065,0.2580065,0.5,0.5161826,516.1826000000001,1.3175135,1.8336961,erva80G,none,0.5,train_doubleStim,erva80G,green,2.28405,3.3009012,2.2840453,2.2840453
128,1.2833462,-500.0,1.32991,-186.45400000000012,-0.18645400000000012,-0.5,-0.5327050000000001,-532.705,1.516364,0.983659,erva80G,none,0.5,train_doubleStim,erva80G,red,2.28405,3.5673962,2.284048,2.284048
129,1.5334154999999998,500.0,1.26089,-7.066400000000028,-0.007066400000000028,0.5,0.5152785,515.2785,1.2679564,1.7832349,erva80G,none,0.5,train_doubleStim,erva80G,green,2.28433,3.8177455,2.6840262,2.6840262
130,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
131,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
132,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
133,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
134,,,,,,,,,,,erva80G,,,fam,erva80G,,,,,
135,0.9331987000000002,167.0,0.94648,-254.08389999999991,-0.2540838999999999,0.167,0.1998468,199.8468,1.2005639,1.4004107,erva80G,unmet,0.2,trial,erva80G,red,2.28401,3.2172087,2.5510447,2.5510447
136,0.7502914,-100.0,1.47309,122.47870000000005,0.12247870000000005,-0.1,-0.13318049999999992,-133.18049999999994,1.3506113,1.2174308,erva80G,met,0.8,trial,erva80G,green,2.28391,3.0342014,2.2839135,2.2839135
137,0.7676249999999998,-233.0,0.72114,-146.34000000000003,-0.14634000000000003,-0.233,-0.2668149000000001,-266.8149000000001,0.86748,0.6006651,erva80G,met,0.8,trial,erva80G,green,2.28437,3.051995,2.3848149,2.3848149
138,0.7832421000000003,33.0,0.8742,341.02599999999995,0.34102599999999994,0.033,0.0664669,66.4669,0.533174,0.5996409,erva80G,met,0.8,trial,erva80G,green,2.28442,3.0676621,2.4841529,2.4841529
139,0.7003192,233.0,1.26742,350.3043,0.3503043,0.233,0.2667773000000001,266.7773000000001,0.9171157,1.183893,erva80G,met,0.8,trial,erva80G,green,2.28395,2.9842692,2.3841956,2.3841956
140,0.8337029,167.0,0.67639,193.15590000000006,0.19315590000000005,0.167,0.20010950000000005,200.10950000000005,0.4832341,0.6833436,erva80G,met,0.8,trial,erva80G,green,2.2837,3.1174029,2.2837014,2.2837014
141,1.1171191,-33.0,1.79942,32.012700000000116,0.032012700000000116,-0.033,-0.0664768,-66.4768,1.7674073,1.7009305,erva80G,met,0.8,trial,erva80G,green,2.28377,3.4008891,2.4838263,2.4838263
142,0.9664852000000002,100.0,1.6442,143.53470000000002,0.14353470000000002,0.1,0.13476329999999992,134.76329999999993,1.5006653,1.6354286,erva80G,unmet,0.2,trial,erva80G,red,2.2847,3.2511852,2.5844982,2.5844982
143,0.8171154,-233.0,1.72247,121.52600000000002,0.12152600000000002,-0.233,-0.26687019999999984,-266.87019999999984,1.600944,1.3340738,erva80G,met,0.8,trial,erva80G,green,2.2845,3.1016154,2.2844986,2.2844986
144,0.7674487999999999,300.0,0.51946,19.110799999999983,0.019110799999999983,0.3,0.33289309999999994,332.89309999999995,0.5003492,0.8332423,erva80G,met,0.8,trial,erva80G,green,2.28391,3.0513588,2.3840514,2.3840514
145,1.0503109,-233.0,1.79299,76.29310000000001,0.0762931,-0.233,-0.2505687000000001,-250.5687000000001,1.7166969,1.4661282,erva80G,met,0.8,trial,erva80G,green,2.28361,3.3339209,2.2836109,2.2836109
146,1.0168697,-300.0,1.66382,13.568200000000141,0.013568200000000141,-0.3,-0.33324829999999994,-333.2482999999999,1.6502518,1.3170035,erva80G,met,0.8,trial,erva80G,green,2.28339,3.3002597,2.2833886,2.2833886
147,1.0336849999999997,300.0,0.32907,28.97059999999996,0.028970599999999957,0.3,0.33337399999999995,333.37399999999997,0.3000994,0.6334734,erva80G,unmet,0.2,trial,erva80G,red,2.28398,3.317665,2.2839844,2.2839844
148,0.7499357999999998,167.0,1.14699,113.02370000000006,0.11302370000000006,0.167,0.2002292000000001,200.2292000000001,1.0339663,1.2341955,erva80G,unmet,0.2,trial,erva80G,red,2.28473,3.0346658,2.2847286,2.2847286
149,1.0669675,-33.0,0.3236,-109.7551,-0.1097551,-0.033,-0.06668999999999997,-66.68999999999997,0.4333551,0.3666651,erva80G,met,0.8,trial,erva80G,green,2.28465,3.3516175,2.4510967,2.4510967
150,1.1014078999999999,300.0,0.58711,137.13060000000004,0.13713060000000005,0.3,0.33269,332.69,0.4499794,0.7826694,erva80G,met,0.8,trial,erva80G,green,2.28321,3.3846179,2.2832109,2.2832109
151,1.6668751,233.0,1.12888,-21.38479999999987,-0.02138479999999987,0.233,0.2661338,266.13379999999995,1.1502648,1.4163986,erva80G,met,0.8,trial,erva80G,green,2.28431,3.9511851,2.6338991,2.6338991
152,1.0504040999999997,-233.0,1.59414,-5.7603000000001625,-0.0057603000000001625,-0.233,-0.2667258000000001,-266.7258000000001,1.5999003,1.3331745,erva80G,met,0.8,trial,erva80G,green,2.28324,3.3336441,2.2832433,2.2832433
153,0.8671220000000002,-167.0,0.55795,-58.86740000000002,-0.058867400000000014,-0.167,-0.20018089999999994,-200.18089999999995,0.6168174,0.4166365,erva80G,met,0.8,trial,erva80G,green,2.28383,3.150952,2.2838252,2.2838252
154,0.9502465999999998,-233.0,1.3706,3.358500000000042,0.003358500000000042,-0.233,-0.2668539000000001,-266.85390000000007,1.3672415,1.1003876,erva80G,met,0.8,trial,erva80G,green,2.28423,3.2344766,2.2842323,2.2842323
155,1.3171827,-100.0,1.34552,-205.2733,-0.2052733,-0.1,-0.1333177000000001,-133.3177000000001,1.5507933,1.4174756,erva80G,unmet,0.2,trial,erva80G,red,2.28461,3.6017927,2.6513109,2.6513109
156,1.2004715,-300.0,1.52532,-192.01880000000006,-0.19201880000000005,-0.3,-0.31680510000000006,-316.80510000000004,1.7173388,1.4005337,erva80G,met,0.8,trial,erva80G,green,2.28439,3.4848615,2.2843926,2.2843926
157,,300.0,,,,0.3,,,,,erva80G,met,0.8,fam,erva80G,green,,,,
158,,300.0,,,,0.3,,,,,erva80G,met,0.8,fam,erva80G,green,,,,
159,,300.0,,,,0.3,,,,,erva80G,met,0.8,fam,erva80G,green,,,,
160,,300.0,,,,0.3,,,,,erva80G,met,0.8,fam,erva80G,green,,,,
161,1.4001055,300.0,1.17798,127.19190000000013,0.12719190000000014,0.3,0.3331790000000001,333.1790000000001,1.0507881,1.3839671,erva80G,met,0.8,trial,erva80G,green,2.28492,3.6850255,2.9014146,2.9014146
162,1.1672574,-100.0,1.6413,73.92510000000007,0.07392510000000008,-0.1,-0.13354329999999992,-133.54329999999993,1.5673749,1.4338316,erva80G,unmet,0.2,trial,erva80G,red,2.2837,3.4509574,2.467361,2.467361
163,1.3006567999999996,300.0,1.03274,399.477,0.39947699999999997,0.3,0.3172642,317.2642,0.633263,0.9505272,erva80G,met,0.8,trial,erva80G,green,2.28379,3.5844468,2.2837929,2.2837929
164,0.8509461999999997,-33.0,0.87561,358.66790000000003,0.35866790000000004,-0.033,-0.06676459999999995,-66.76459999999994,0.5169421,0.4501775,erva80G,met,0.8,trial,erva80G,green,2.28371,3.1346562,2.2837065,2.2837065
165,1.1667912999999999,33.0,1.5048,-97.03670000000008,-0.09703670000000009,0.033,0.06606270000000003,66.06270000000004,1.6018367,1.6678994,erva80G,unmet,0.2,trial,erva80G,red,2.2847,3.4514913,2.8516878,2.8516878
166,1.0330743999999998,100.0,1.60762,-125.66820000000001,-0.1256682,0.1,0.13328099999999998,133.28099999999998,1.7332882,1.8665692,erva80G,met,0.8,trial,erva80G,green,2.2837,3.3167744,2.5336028,2.5336028
