"id","delay","expectation","congruency","trial_num","stim_color","distractor_color","block"
"1",-300,0.85,"met",40,"green","red","high_Expectation"
"1",-100,0.85,"met",41,"green","red","high_Expectation"
"1",300,0.15,"unmet",42,"red","green","high_Expectation"
"1",100,0.85,"met",43,"green","red","high_Expectation"
"1",-33,0.85,"met",44,"green","red","high_Expectation"
"1",233,0.85,"met",45,"green","red","high_Expectation"
"1",33,0.85,"met",46,"green","red","high_Expectation"
"1",33,0.85,"met",47,"green","red","high_Expectation"
"1",-300,0.85,"met",48,"green","red","high_Expectation"
"1",167,0.85,"met",49,"green","red","high_Expectation"
"1",167,0.85,"met",50,"green","red","high_Expectation"
"1",300,0.85,"met",51,"green","red","high_Expectation"
"1",100,0.85,"met",52,"green","red","high_Expectation"
"1",-33,0.85,"met",53,"green","red","high_Expectation"
"1",100,0.85,"met",54,"green","red","high_Expectation"
"1",-233,0.85,"met",55,"green","red","high_Expectation"
"1",300,0.85,"met",56,"green","red","high_Expectation"
"1",-233,0.15,"unmet",57,"red","green","high_Expectation"
"1",33,0.85,"met",58,"green","red","high_Expectation"
"1",167,0.85,"met",59,"green","red","high_Expectation"
"1",-33,0.85,"met",60,"green","red","high_Expectation"
"1",300,0.85,"met",61,"green","red","high_Expectation"
"1",100,0.85,"met",62,"green","red","high_Expectation"
"1",167,0.85,"met",63,"green","red","high_Expectation"
"1",-100,0.85,"met",64,"green","red","high_Expectation"
"1",-233,0.85,"met",65,"green","red","high_Expectation"
"1",33,0.85,"met",66,"green","red","high_Expectation"
"1",-33,0.85,"met",67,"green","red","high_Expectation"
"1",100,0.85,"met",68,"green","red","high_Expectation"
"1",33,0.85,"met",69,"green","red","high_Expectation"
"1",167,0.15,"unmet",70,"red","green","high_Expectation"
"1",-167,0.85,"met",71,"green","red","high_Expectation"
"1",-300,0.85,"met",72,"green","red","high_Expectation"
"1",233,0.85,"met",73,"green","red","high_Expectation"
"1",100,0.85,"met",74,"green","red","high_Expectation"
"1",300,0.85,"met",75,"green","red","high_Expectation"
"1",167,0.15,"unmet",76,"red","green","high_Expectation"
"1",233,0.85,"met",77,"green","red","high_Expectation"
"1",-300,0.85,"met",78,"green","red","high_Expectation"
"1",167,0.85,"met",79,"green","red","high_Expectation"
"1",-100,0.85,"met",80,"green","red","high_Expectation"
"1",33,0.15,"unmet",81,"red","green","high_Expectation"
"1",-100,0.85,"met",82,"green","red","high_Expectation"
"1",100,0.85,"met",83,"green","red","high_Expectation"
"1",33,0.15,"unmet",84,"red","green","high_Expectation"
"1",-33,0.85,"met",85,"green","red","high_Expectation"
"1",-100,0.15,"unmet",86,"red","green","high_Expectation"
"1",-167,0.85,"met",87,"green","red","high_Expectation"
"1",-233,0.85,"met",88,"green","red","high_Expectation"
"1",167,0.85,"met",89,"green","red","high_Expectation"
"1",233,0.85,"met",90,"green","red","high_Expectation"
"1",33,0.85,"met",91,"green","red","high_Expectation"
"1",-33,0.85,"met",92,"green","red","high_Expectation"
"1",-100,0.15,"unmet",93,"red","green","high_Expectation"
"1",100,0.85,"met",94,"green","red","high_Expectation"
"1",-167,0.85,"met",95,"green","red","high_Expectation"
"1",-300,0.85,"met",96,"green","red","high_Expectation"
"1",-233,0.85,"met",97,"green","red","high_Expectation"
"1",300,0.15,"unmet",98,"red","green","high_Expectation"
"1",233,0.85,"met",99,"green","red","high_Expectation"
"1",-300,0.85,"met",100,"green","red","high_Expectation"
"1",300,0.15,"unmet",101,"red","green","high_Expectation"
"1",167,0.85,"met",102,"green","red","high_Expectation"
"1",233,0.85,"met",103,"green","red","high_Expectation"
"1",233,0.85,"met",104,"green","red","high_Expectation"
"1",-167,0.15,"unmet",105,"red","green","high_Expectation"
"1",300,0.85,"met",106,"green","red","high_Expectation"
"1",-233,0.85,"met",107,"green","red","high_Expectation"
"1",233,0.85,"met",108,"green","red","high_Expectation"
"1",-100,0.85,"met",109,"green","red","high_Expectation"
"1",100,0.85,"met",110,"green","red","high_Expectation"
"1",-300,0.85,"met",111,"green","red","high_Expectation"
"1",-33,0.85,"met",112,"green","red","high_Expectation"
"1",233,0.85,"met",113,"green","red","high_Expectation"
"1",-300,0.85,"met",114,"green","red","high_Expectation"
"1",-33,0.85,"met",115,"green","red","high_Expectation"
"1",233,0.85,"met",116,"green","red","high_Expectation"
"1",-33,0.85,"met",117,"green","red","high_Expectation"
"1",-300,0.85,"met",118,"green","red","high_Expectation"
"1",-233,0.85,"met",119,"green","red","high_Expectation"
"1",-300,0.85,"met",120,"green","red","high_Expectation"
"1",-33,0.85,"met",121,"green","red","high_Expectation"
"1",-167,0.85,"met",122,"green","red","high_Expectation"
"1",167,0.15,"unmet",123,"red","green","high_Expectation"
"1",-300,0.85,"met",124,"green","red","high_Expectation"
"1",-33,0.85,"met",125,"green","red","high_Expectation"
"1",-167,0.85,"met",126,"green","red","high_Expectation"
"1",167,0.85,"met",127,"green","red","high_Expectation"
"1",-33,0.85,"met",128,"green","red","high_Expectation"
"1",300,0.15,"unmet",129,"red","green","high_Expectation"
"1",-300,0.85,"met",130,"green","red","high_Expectation"
"1",33,0.85,"met",131,"green","red","high_Expectation"
"1",100,0.85,"met",132,"green","red","high_Expectation"
"1",-233,0.85,"met",133,"green","red","high_Expectation"
"1",-33,0.85,"met",134,"green","red","high_Expectation"
"1",-300,0.85,"met",135,"green","red","high_Expectation"
"1",33,0.85,"met",136,"green","red","high_Expectation"
"1",-167,0.85,"met",137,"green","red","high_Expectation"
"1",233,0.85,"met",138,"green","red","high_Expectation"
"1",100,0.85,"met",139,"green","red","high_Expectation"
"1",100,0.85,"met",140,"green","red","high_Expectation"
"1",33,0.85,"met",141,"green","red","high_Expectation"
"1",-167,0.85,"met",142,"green","red","high_Expectation"
"1",-167,0.85,"met",143,"green","red","high_Expectation"
"1",-33,0.85,"met",144,"green","red","high_Expectation"
"1",-100,0.85,"met",145,"green","red","high_Expectation"
"1",233,0.85,"met",146,"green","red","high_Expectation"
"1",100,0.85,"met",147,"green","red","high_Expectation"
"1",300,0.15,"unmet",148,"red","green","high_Expectation"
"1",-233,0.85,"met",149,"green","red","high_Expectation"
"1",-167,0.85,"met",150,"green","red","high_Expectation"
"1",300,0.85,"met",151,"green","red","high_Expectation"
"1",233,0.85,"met",152,"green","red","high_Expectation"
"1",300,0.15,"unmet",153,"red","green","high_Expectation"
"1",300,0.85,"met",154,"green","red","high_Expectation"
"1",100,0.85,"met",155,"green","red","high_Expectation"
"1",-167,0.85,"met",156,"green","red","high_Expectation"
"1",233,0.85,"met",157,"green","red","high_Expectation"
"1",167,0.85,"met",158,"green","red","high_Expectation"
"1",100,0.85,"met",159,"green","red","high_Expectation"
"1",233,0.85,"met",160,"green","red","high_Expectation"
"1",300,0.85,"met",161,"green","red","high_Expectation"
"1",233,0.85,"met",162,"green","red","high_Expectation"
"1",167,0.85,"met",163,"green","red","high_Expectation"
"1",-300,0.85,"met",164,"green","red","high_Expectation"
"1",-167,0.85,"met",165,"green","red","high_Expectation"
"1",167,0.15,"unmet",166,"red","green","high_Expectation"
"1",300,0.85,"met",167,"green","red","high_Expectation"
"1",-33,0.85,"met",168,"green","red","high_Expectation"
"1",100,0.85,"met",169,"green","red","high_Expectation"
"1",-233,0.85,"met",170,"green","red","high_Expectation"
"1",100,0.85,"met",171,"green","red","high_Expectation"
"1",-300,0.85,"met",172,"green","red","high_Expectation"
"1",-100,0.85,"met",173,"green","red","high_Expectation"
"1",167,0.15,"unmet",174,"red","green","high_Expectation"
"1",-100,0.85,"met",175,"green","red","high_Expectation"
"1",-233,0.15,"unmet",176,"red","green","high_Expectation"
"1",33,0.15,"unmet",177,"red","green","high_Expectation"
"1",-233,0.85,"met",178,"green","red","high_Expectation"
"1",-100,0.85,"met",179,"green","red","high_Expectation"
"1",300,0.85,"met",180,"green","red","high_Expectation"
"1",-233,0.85,"met",181,"green","red","high_Expectation"
"1",-167,0.85,"met",182,"green","red","high_Expectation"
"1",-167,0.85,"met",183,"green","red","high_Expectation"
"1",-33,0.85,"met",184,"green","red","high_Expectation"
"1",33,0.15,"unmet",185,"red","green","high_Expectation"
"1",233,0.85,"met",186,"green","red","high_Expectation"
"1",100,0.85,"met",187,"green","red","high_Expectation"
"1",-300,0.85,"met",188,"green","red","high_Expectation"
"1",-300,0.85,"met",189,"green","red","high_Expectation"
"1",-33,0.85,"met",190,"green","red","high_Expectation"
"1",233,0.85,"met",191,"green","red","high_Expectation"
"1",-100,0.85,"met",192,"green","red","high_Expectation"
"1",-33,0.85,"met",193,"green","red","high_Expectation"
"1",33,0.85,"met",194,"green","red","high_Expectation"
"1",-233,0.85,"met",195,"green","red","high_Expectation"
"1",-100,0.85,"met",196,"green","red","high_Expectation"
"1",-100,0.85,"met",197,"green","red","high_Expectation"
"1",167,0.15,"unmet",198,"red","green","high_Expectation"
"1",300,0.85,"met",199,"green","red","high_Expectation"
"1",-300,0.85,"met",200,"green","red","high_Expectation"
"1",33,0.85,"met",201,"green","red","high_Expectation"
"1",-33,0.85,"met",202,"green","red","high_Expectation"
"1",-167,0.85,"met",203,"green","red","high_Expectation"
"1",300,0.85,"met",204,"green","red","high_Expectation"
"1",33,0.85,"met",205,"green","red","high_Expectation"
"1",-167,0.15,"unmet",206,"red","green","high_Expectation"
"1",100,0.85,"met",207,"green","red","high_Expectation"
"1",-33,0.85,"met",208,"green","red","high_Expectation"
"1",-300,0.85,"met",209,"green","red","high_Expectation"
"1",-233,0.85,"met",210,"green","red","high_Expectation"
"1",-167,0.85,"met",211,"green","red","high_Expectation"
"1",-33,0.85,"met",212,"green","red","high_Expectation"
"1",33,0.15,"unmet",213,"red","green","high_Expectation"
"1",-300,0.85,"met",214,"green","red","high_Expectation"
"1",33,0.15,"unmet",215,"red","green","high_Expectation"
"1",-233,0.85,"met",216,"green","red","high_Expectation"
"1",233,0.85,"met",217,"green","red","high_Expectation"
"1",-100,0.85,"met",218,"green","red","high_Expectation"
"1",-300,0.85,"met",219,"green","red","high_Expectation"
"1",-100,0.85,"met",220,"green","red","high_Expectation"
"1",-300,0.85,"met",221,"green","red","high_Expectation"
"1",-300,0.85,"met",222,"green","red","high_Expectation"
"1",-167,0.15,"unmet",223,"red","green","high_Expectation"
"1",167,0.15,"unmet",224,"red","green","high_Expectation"
"1",-100,0.85,"met",225,"green","red","high_Expectation"
"1",33,0.85,"met",226,"green","red","high_Expectation"
"1",-167,0.85,"met",227,"green","red","high_Expectation"
"1",100,0.85,"met",228,"green","red","high_Expectation"
"1",-33,0.85,"met",229,"green","red","high_Expectation"
"1",167,0.85,"met",230,"green","red","high_Expectation"
"1",-300,0.85,"met",231,"green","red","high_Expectation"
"1",100,0.85,"met",232,"green","red","high_Expectation"
"1",33,0.15,"unmet",233,"red","green","high_Expectation"
"1",233,0.85,"met",234,"green","red","high_Expectation"
"1",100,0.85,"met",235,"green","red","high_Expectation"
"1",-33,0.85,"met",236,"green","red","high_Expectation"
"1",167,0.15,"unmet",237,"red","green","high_Expectation"
"1",33,0.15,"unmet",238,"red","green","high_Expectation"
"1",300,0.85,"met",239,"green","red","high_Expectation"
"1",100,0.85,"met",240,"green","red","high_Expectation"
"1",33,0.85,"met",241,"green","red","high_Expectation"
"1",-100,0.85,"met",242,"green","red","high_Expectation"
"1",-300,0.85,"met",243,"green","red","high_Expectation"
"1",-300,0.85,"met",244,"green","red","high_Expectation"
"1",300,0.85,"met",245,"green","red","high_Expectation"
"1",167,0.85,"met",246,"green","red","high_Expectation"
"1",-33,0.85,"met",247,"green","red","high_Expectation"
"1",33,0.15,"unmet",248,"red","green","high_Expectation"
"1",-100,0.85,"met",249,"green","red","high_Expectation"
"1",-100,0.85,"met",250,"green","red","high_Expectation"
"1",233,0.85,"met",251,"green","red","high_Expectation"
"1",-300,0.85,"met",252,"green","red","high_Expectation"
"1",-233,0.85,"met",253,"green","red","high_Expectation"
"1",33,0.85,"met",254,"green","red","high_Expectation"
"1",300,0.15,"unmet",255,"red","green","high_Expectation"
"1",-233,0.15,"unmet",256,"red","green","high_Expectation"
"1",-233,0.15,"unmet",257,"red","green","high_Expectation"
"1",-33,0.85,"met",258,"green","red","high_Expectation"
"1",167,0.85,"met",259,"green","red","high_Expectation"
"1",-233,0.85,"met",260,"green","red","high_Expectation"
"1",167,0.85,"met",261,"green","red","high_Expectation"
"1",233,0.85,"met",262,"green","red","high_Expectation"
"1",167,0.15,"unmet",263,"red","green","high_Expectation"
"1",-233,0.85,"met",264,"green","red","high_Expectation"
"1",-100,0.85,"met",265,"green","red","high_Expectation"
"1",167,0.15,"unmet",266,"red","green","high_Expectation"
"1",33,0.15,"unmet",267,"red","green","high_Expectation"
"1",-167,0.85,"met",268,"green","red","high_Expectation"
"1",300,0.85,"met",269,"green","red","high_Expectation"
"1",-33,0.85,"met",270,"green","red","high_Expectation"
"1",-100,0.85,"met",271,"green","red","high_Expectation"
"1",33,0.85,"met",272,"green","red","high_Expectation"
"1",-100,0.85,"met",273,"green","red","high_Expectation"
"1",233,0.85,"met",274,"green","red","high_Expectation"
"1",-100,0.85,"met",275,"green","red","high_Expectation"
"1",167,0.85,"met",276,"green","red","high_Expectation"
"1",33,0.15,"unmet",277,"red","green","high_Expectation"
"1",100,0.85,"met",278,"green","red","high_Expectation"
"1",-167,0.85,"met",279,"green","red","high_Expectation"
"1",-167,0.85,"met",280,"green","red","high_Expectation"
"1",233,0.85,"met",281,"green","red","high_Expectation"
"1",-167,0.85,"met",282,"green","red","high_Expectation"
"1",233,0.85,"met",283,"green","red","high_Expectation"
"1",-233,0.85,"met",284,"green","red","high_Expectation"
"1",233,0.85,"met",285,"green","red","high_Expectation"
"1",-233,0.85,"met",286,"green","red","high_Expectation"
"1",-100,0.85,"met",287,"green","red","high_Expectation"
"1",167,0.85,"met",288,"green","red","high_Expectation"
"1",300,0.85,"met",289,"green","red","high_Expectation"
"1",-167,0.85,"met",290,"green","red","high_Expectation"
"1",-233,0.15,"unmet",291,"red","green","high_Expectation"
"1",100,0.85,"met",292,"green","red","high_Expectation"
"1",167,0.15,"unmet",293,"red","green","high_Expectation"
"1",-33,0.85,"met",294,"green","red","high_Expectation"
"1",167,0.85,"met",295,"green","red","high_Expectation"
"1",-167,0.85,"met",296,"green","red","high_Expectation"
"1",233,0.85,"met",297,"green","red","high_Expectation"
"1",300,0.15,"unmet",298,"red","green","high_Expectation"
"1",-167,0.85,"met",299,"green","red","high_Expectation"
"1",-100,0.85,"met",300,"green","red","high_Expectation"
