,delay,expectation,congruency,stim_color,distractor_color,targetTimeMs
68,300,0.5,none,red,green,1028.6599833148946
69,-233,0.5,none,green,red,925.4863542549457
70,-33,0.5,none,red,green,1451.9901255132113
71,100,0.5,none,green,red,766.6593209087196
72,-233,0.5,none,red,green,1424.6475598515945
73,100,0.5,none,green,red,312.5174488024047
74,100,0.5,none,red,green,1684.7765752905075
75,233,0.5,none,green,red,922.8467899455304
76,-233,0.5,none,red,green,1521.6895601397862
77,100,0.5,none,green,red,515.8552651466734
78,-33,0.5,none,red,green,408.60844797939103
79,-167,0.5,none,green,red,802.6870985785861
80,100,0.5,none,red,green,348.25210796299046
81,-100,0.5,none,green,red,1505.2556308719902
82,100,0.5,none,red,green,1692.8505919018578
83,100,0.5,none,green,red,1553.3931949394007
84,100,0.5,none,red,green,1557.1995191065662
85,-300,0.5,none,green,red,1335.0045102427775
86,167,0.5,none,red,green,1453.314764597484
87,-233,0.5,none,green,red,397.4531912454672
88,33,0.5,none,red,green,905.4758949136507
89,-167,0.5,none,green,red,1167.7389293529657
90,-233,0.5,none,red,green,1549.79678991972
91,-33,0.5,none,green,red,1145.737431854342
92,-33,0.5,none,red,green,1030.716259475566
93,233,0.5,none,green,red,1108.71424786827
94,-100,0.5,none,red,green,1504.230950506496
95,-167,0.5,none,green,red,670.2939719235442
96,100,0.5,none,red,green,858.2353544233929
97,-300,0.5,none,green,red,1016.1768403665543
98,100,0.5,none,red,green,1047.783298566238
99,-100,0.5,none,green,red,801.6327033793136
100,33,0.5,none,red,green,1358.5999089177799
101,300,0.5,none,green,red,338.9729560289768
102,233,0.5,none,red,green,265.66182184636153
103,-300,0.5,none,green,red,1348.8226035216912
104,300,0.5,none,red,green,1184.92096282579
105,-100,0.5,none,green,red,1265.732270083699
106,33,0.5,none,red,green,1630.4704757092738
107,33,0.5,none,green,red,1332.7971189538519
108,-233,0.5,none,red,green,828.8098760579487
109,-167,0.5,none,green,red,442.58273160042114
110,-100,0.5,none,red,green,1480.556053040618
111,-33,0.5,none,green,red,1711.9700514711153
112,-167,0.5,none,red,green,1728.1161904078056
113,-33,0.5,none,green,red,1061.1407760303587
114,300,0.5,none,red,green,1233.1297794118784
115,-233,0.5,none,green,red,1395.46030578706
116,100,0.5,none,red,green,458.05322270224326
117,33,0.5,none,green,red,1376.7365791705495
118,167,0.5,none,red,green,1535.7839946525519
119,33,0.5,none,green,red,1319.2062938850197
120,233,0.5,none,red,green,1215.1453448982263
121,233,0.5,none,green,red,1036.0541663060687
122,100,0.5,none,red,green,437.1704452024272
123,-33,0.5,none,green,red,884.0618290376925
124,-233,0.5,none,red,green,1237.1162821037906
125,33,0.5,none,green,red,1233.2218255984856
126,-300,0.5,none,red,green,616.4479996722159
127,300,0.5,none,green,red,975.7893999878728
128,-33,0.5,none,red,green,1728.317947772972
129,-33,0.5,none,green,red,914.5381311685259
130,233,0.5,none,red,green,945.3652270069953
131,-100,0.5,none,green,red,1299.0493329713338
132,-100,0.5,none,red,green,840.3656412526774
133,-233,0.5,none,green,red,759.8087291992011
134,-233,0.5,none,red,green,457.94396559195474
135,167,0.5,none,green,red,1174.657361705926
136,-300,0.5,none,red,green,1496.9385574237808
137,-300,0.5,none,green,red,1404.5535194798424
138,-233,0.5,none,red,green,1748.9878176727302
139,300,0.5,none,green,red,1328.5581336073078
140,-100,0.5,none,red,green,1119.4564356342314
141,100,0.5,none,green,red,1310.4771133847282
142,-300,0.5,none,red,green,1099.8926971413678
143,-33,0.5,none,green,red,699.6016590207973
144,-300,0.5,none,red,green,1716.9587080097447
145,-100,0.5,none,green,red,1549.1811293795936
146,-233,0.5,none,red,green,679.1532512712961
147,-33,0.5,none,green,red,833.4936220919619
148,-233,0.5,none,red,green,1525.8752116267456
149,-233,0.5,none,green,red,850.7250160401995
150,-300,0.5,none,red,green,719.2073084062396
151,167,0.5,none,green,red,862.0285495225371
152,-100,0.5,none,red,green,1296.6120154915752
153,-167,0.5,none,green,red,1848.12705509141
154,-233,0.5,none,red,green,992.9771899136462
155,100,0.5,none,green,red,1561.9821927049506
156,-33,0.5,none,red,green,636.81179530032
157,167,0.5,none,green,red,755.2329544742136
158,100,0.5,none,red,green,1378.4619546340414
159,-300,0.5,none,green,red,1057.1519708236583
160,233,0.5,none,red,green,457.5646388076037
161,-300,0.5,none,green,red,1039.4912184761333
162,233,0.5,none,red,green,912.4354645056343
163,-100,0.5,none,green,red,334.97301809814473
164,-33,0.5,none,red,green,620.1385872363272
165,100,0.5,none,green,red,921.8599824895364
166,100,0.5,none,red,green,1297.864833308925
167,233,0.5,none,green,red,718.0757334461382
168,-300,0.5,none,red,green,1288.6119435815815
169,-100,0.5,none,green,red,1277.5486288335762
170,167,0.5,none,red,green,1199.5532519902572
171,33,0.5,none,green,red,453.70077987335674
172,100,0.5,none,red,green,1164.4012169074922
173,100,0.5,none,green,red,1117.0846463816501
174,-300,0.5,none,red,green,520.2885305653248
175,-300,0.5,none,green,red,987.7438944041012
176,233,0.5,none,red,green,896.7121794025493
177,33,0.5,none,green,red,861.9091312579757
178,-300,0.5,none,red,green,1172.7330433382278
179,33,0.5,none,green,red,953.6436008117241
180,33,0.5,none,red,green,1524.3509999274463
181,233,0.5,none,green,red,282.66781721547994
182,33,0.5,none,red,green,168.03455478076077
183,-167,0.5,none,green,red,821.8630687947602
184,-167,0.5,none,red,green,333.1879832955798
185,300,0.5,none,green,red,470.1191736628247
186,300,0.5,none,red,green,1016.0178542141604
187,233,0.5,none,green,red,1292.476553867969
188,167,0.5,none,red,green,1491.6914673483786
189,-100,0.5,none,green,red,343.77352468393156
190,-100,0.5,none,red,green,1605.0075182922646
191,100,0.5,none,green,red,175.75173671486138
192,-33,0.5,none,red,green,926.4146456783752
193,300,0.5,none,green,red,1152.6568114975719
194,-300,0.5,none,red,green,1357.0369392552984
195,-33,0.5,none,green,red,495.512322985721
196,300,0.5,none,red,green,572.3589745004157
197,-167,0.5,none,green,red,806.5204874515971
198,-33,0.5,none,red,green,1776.79460507424
199,33,0.5,none,green,red,1072.4574842770958
200,-167,0.5,none,red,green,906.4313946657077
201,233,0.5,none,green,red,901.6738178130537
202,-100,0.5,none,red,green,496.7869775140464
203,233,0.5,none,green,red,441.7490621792631
204,33,0.5,none,red,green,217.65943018127217
205,33,0.5,none,green,red,253.11753442650257
206,-100,0.5,none,red,green,936.6920405352163
207,167,0.5,none,green,red,954.4442034124986
208,-300,0.5,none,red,green,1842.3979385674904
209,233,0.5,none,green,red,212.74941221148248
210,33,0.5,none,red,green,1574.015295803114
211,-300,0.5,none,green,red,1707.852572393911
212,-167,0.5,none,red,green,473.8706915270898
213,-33,0.5,none,green,red,265.0857836322069
214,233,0.5,none,red,green,1527.1709251249074
215,33,0.5,none,green,red,408.41740872071864
216,33,0.5,none,red,green,780.8548306049154
217,-233,0.5,none,green,red,1457.0441341133696
218,-300,0.5,none,red,green,1412.2646841506134
219,300,0.5,none,green,red,418.81404987682146
220,33,0.5,none,red,green,853.2072120726347
221,300,0.5,none,green,red,1175.5436404538316
222,233,0.5,none,red,green,1121.6972027350826
223,-167,0.5,none,green,red,833.7655814432708
224,167,0.5,none,red,green,1406.2887007526685
225,300,0.5,none,green,red,683.0580206842526
226,-300,0.5,none,red,green,722.1178753229146
227,33,0.5,none,green,red,1117.651872292552
228,167,0.5,none,red,green,179.91946701493285
229,-233,0.5,none,green,red,1673.210196943273
230,100,0.5,none,red,green,1154.5677771274004
231,300,0.5,none,green,red,631.3592855986133
232,100,0.5,none,red,green,689.566929659055
233,233,0.5,none,green,red,1367.7788638588097
234,-167,0.5,none,red,green,1078.7225132496687
235,-100,0.5,none,green,red,343.0087953595006
236,100,0.5,none,red,green,554.0528725122053
237,33,0.5,none,green,red,1753.940111729455
238,-33,0.5,none,red,green,1786.3833119482401
239,233,0.5,none,green,red,285.4047269543619
240,33,0.5,none,red,green,1053.122430852518
241,100,0.5,none,green,red,1211.1340221512573
242,33,0.5,none,red,green,480.8158662403499
243,-300,0.5,none,green,red,1741.4130246800187
244,233,0.5,none,red,green,1082.7015515328424
245,300,0.5,none,green,red,1067.8333685067714
246,300,0.5,none,red,green,844.8682961086574
247,-100,0.5,none,green,red,1338.894047433705
248,-167,0.5,none,red,green,1414.8879683986693
249,300,0.5,none,green,red,1079.0707872156133
250,33,0.5,none,red,green,1225.0108292300768
251,300,0.5,none,green,red,932.0154241996751
252,167,0.5,none,red,green,222.92758075591672
253,-33,0.5,none,green,red,1718.6580890384073
254,-233,0.5,none,red,green,1030.7243767049479
255,100,0.5,none,green,red,401.36058329771186
256,100,0.5,none,red,green,1284.02140077551
257,-233,0.5,none,green,red,1341.6179461208521
258,-167,0.5,none,red,green,1027.9618939096017
259,33,0.5,none,green,red,805.8340049702664
260,167,0.5,none,red,green,680.7124214847736
261,-300,0.5,none,green,red,822.9511610948607
262,300,0.5,none,red,green,1182.6089761883475
263,33,0.5,none,green,red,1222.2259191643357
264,100,0.5,none,red,green,655.0699665922257
265,233,0.5,none,green,red,702.0856477037216
266,33,0.5,none,red,green,1300.0619021659945
267,33,0.5,none,green,red,219.0847614904108
268,-33,0.5,none,red,green,259.8014596535179
269,233,0.5,none,green,red,275.2570721244814
270,-300,0.5,none,red,green,867.676803444177
271,233,0.5,none,green,red,353.74580050937334
272,-100,0.5,none,red,green,696.5644892682981
273,300,0.5,none,green,red,1523.7355329370205
274,-167,0.5,none,red,green,741.0165214760785
275,-167,0.5,none,green,red,884.1428723996761
276,-300,0.5,none,red,green,1408.1543385188183
277,233,0.5,none,green,red,1104.5483333735347
278,-100,0.5,none,red,green,738.6828622871778
279,-167,0.5,none,green,red,594.3295221263418
280,-33,0.5,none,red,green,221.57305538548945
281,-167,0.5,none,green,red,1837.7831831605704
282,-300,0.5,none,red,green,1762.950391832173
283,-100,0.5,none,green,red,559.8432872314646
284,167,0.5,none,red,green,1101.2776652959278
285,-100,0.5,none,green,red,562.0462584790316
286,-167,0.5,none,red,green,460.3260035555768
287,-33,0.5,none,green,red,827.0879245820278
288,-233,0.5,none,red,green,617.0587048545782
289,-300,0.5,none,green,red,676.3476827068531
290,33,0.5,none,red,green,887.1955779216944
291,-233,0.5,none,green,red,1697.026183406876
292,167,0.5,none,red,green,682.8152394806625
293,300,0.5,none,green,red,1176.480487313572
294,-100,0.5,none,red,green,1200.561957289709
295,100,0.5,none,green,red,565.3940805239735
296,-33,0.5,none,red,green,594.4197080999847
297,33,0.5,none,green,red,185.3703266199552
298,233,0.5,none,red,green,446.58301039349254
299,300,0.5,none,green,red,376.37474232308193
300,-33,0.5,none,red,green,1069.0201865243182
301,167,0.5,none,green,red,1223.1918897811056
302,300,0.5,none,red,green,748.7376758056538
303,300,0.5,none,green,red,1206.077056171759
304,167,0.5,none,red,green,685.1139573217362
305,33,0.5,none,green,red,755.7800353212137
306,-300,0.5,none,red,green,626.5160018575941
307,-233,0.5,none,green,red,419.59634668356716
308,300,0.5,none,red,green,1161.9696182053165
309,100,0.5,none,green,red,1369.464672744286
310,300,0.5,none,red,green,209.26861265746436
311,-100,0.5,none,green,red,692.9705907860068
312,233,0.5,none,red,green,459.61600279383674
313,-33,0.5,none,green,red,724.0646648415511
314,167,0.5,none,red,green,768.8323120062184
315,-100,0.5,none,green,red,692.2835965323652
316,233,0.5,none,red,green,966.3963723101671
317,-167,0.5,none,green,red,507.0490698098407
318,33,0.5,none,red,green,630.2337206398529
319,-167,0.5,none,green,red,872.5267376353274
320,100,0.5,none,red,green,1497.438700847606
321,-167,0.5,none,green,red,666.5274690167037
322,167,0.5,none,red,green,1509.1582187633553
323,-167,0.5,none,green,red,1336.8648577160898
324,167,0.5,none,red,green,1427.9524980308606
325,300,0.5,none,green,red,1187.4161086574159
326,-233,0.5,none,red,green,1778.2963737977557
327,-33,0.5,none,green,red,452.4195424619505
328,-100,0.5,none,red,green,713.0572550429758
329,-100,0.5,none,green,red,1636.4628487463344
330,300,0.5,none,red,green,214.48277442368106
331,-33,0.5,none,green,red,1708.276644487773
332,167,0.5,none,red,green,540.0388762046589
333,-233,0.5,none,green,red,964.3409681494982
334,167,0.5,none,red,green,637.4749329466392
335,-233,0.5,none,green,red,1458.0353464160387
336,-33,0.5,none,red,green,1122.0000661345307
337,-233,0.5,none,green,red,665.5552229416375
338,-300,0.5,none,red,green,1244.549787673749
339,-100,0.5,none,green,red,338.9660957255174
340,233,0.5,none,red,green,1172.8271846324121
341,-300,0.5,none,green,red,1568.6575691275757
342,-233,0.5,none,red,green,1115.7719926080026
343,-233,0.5,none,green,red,782.5669182535414
344,-233,0.5,none,red,green,412.75845327463225
345,-100,0.5,none,green,red,714.9083557577244
346,167,0.5,none,red,green,1144.5411438532772
347,167,0.5,none,green,red,224.2022734683112
348,300,0.5,none,red,green,512.0122423119099
349,-33,0.5,none,green,red,869.3685265047746
350,100,0.5,none,red,green,721.0763153460929
351,-33,0.5,none,green,red,1492.2343690902176
352,-100,0.5,none,red,green,900.2393003955762
353,167,0.5,none,green,red,1475.8430786540725
354,33,0.5,none,red,green,411.1456964814199
355,233,0.5,none,green,red,551.2970467429525
356,300,0.5,none,red,green,565.8656823394504
357,-33,0.5,none,green,red,309.406431751549
358,300,0.5,none,red,green,663.0579725558466
359,233,0.5,none,green,red,1616.0028904419073
360,33,0.5,none,red,green,641.3628858813165
361,-300,0.5,none,green,red,760.6207292210638
362,167,0.5,none,red,green,1215.8561905640865
363,-233,0.5,none,green,red,688.5499191884078
364,-233,0.5,none,red,green,551.5357358663423
365,233,0.5,none,green,red,872.1295529531749
366,300,0.5,none,red,green,412.7109791848786
367,233,0.5,none,green,red,289.7970442279933
368,233,0.5,none,red,green,1600.6444602722977
369,-100,0.5,none,green,red,378.9362495330236
370,-33,0.5,none,red,green,1169.472166880023
371,-100,0.5,none,green,red,851.4263826791295
372,-233,0.5,none,red,green,1388.1271228343662
373,-100,0.5,none,green,red,1680.934290732484
374,167,0.5,none,red,green,1440.222826454096
375,-167,0.5,none,green,red,1719.134301813189
376,100,0.5,none,red,green,657.4586491517475
377,-167,0.5,none,green,red,710.2255190398478
378,-167,0.5,none,red,green,1346.451402570899
379,300,0.5,none,green,red,897.6737797580945
380,33,0.5,none,red,green,187.8328257418189
381,-300,0.5,none,green,red,764.9238725467341
382,-167,0.5,none,red,green,1481.899154433213
383,-167,0.5,none,green,red,1165.6754916353316
384,-167,0.5,none,red,green,1525.0635789057665
385,233,0.5,none,green,red,735.0418807607158
386,233,0.5,none,red,green,1376.7956006301313
387,-233,0.5,none,green,red,975.5487608475368
388,233,0.5,none,red,green,1056.3364249451413
389,300,0.5,none,green,red,1036.0338891295416
390,-233,0.5,none,red,green,927.5125431280086
391,-100,0.5,none,green,red,499.03047230488687
392,-33,0.5,none,red,green,811.5615277908524
393,-300,0.5,none,green,red,1366.928480394548
394,-233,0.5,none,red,green,890.5968864777142
395,233,0.5,none,green,red,1251.5233896976401
396,-300,0.5,none,red,green,852.3334772716878
397,300,0.5,none,green,red,818.7562730496444
398,-33,0.5,none,red,green,1137.284571732448
399,33,0.5,none,green,red,251.42105712662735
400,-167,0.5,none,red,green,975.0893104955834
401,-33,0.5,none,green,red,1226.7593422816183
402,-300,0.5,none,red,green,1321.4275562239256
403,-33,0.5,none,green,red,1049.449595621009
404,-167,0.5,none,red,green,612.892072314999
405,100,0.5,none,green,red,1679.8830902696145
406,-233,0.5,none,red,green,457.2338771496153
407,100,0.5,none,green,red,1546.8501161690997
408,100,0.5,none,red,green,729.3025289596171
409,100,0.5,none,green,red,1203.1702607461684
410,300,0.5,none,red,green,1375.0574095697825
411,167,0.5,none,green,red,1476.9038168940533
412,-233,0.5,none,red,green,514.160607537782
413,-167,0.5,none,green,red,1777.631042674944
414,233,0.5,none,red,green,658.9440855042844
415,-100,0.5,none,green,red,371.2799281397603
416,167,0.5,none,red,green,388.49448686931555
417,167,0.5,none,green,red,1517.9798105952873
418,233,0.5,none,red,green,556.9204719265811
419,-167,0.5,none,green,red,644.5391584409343
420,-233,0.5,none,red,green,1048.436131836448
421,-167,0.5,none,green,red,674.5779482415107
422,-100,0.5,none,red,green,521.4717817877367
423,-33,0.5,none,green,red,1401.3862310844027
424,-233,0.5,none,red,green,1319.8224765272143
425,-167,0.5,none,green,red,710.2915798632205
426,-300,0.5,none,red,green,885.4852901396116
427,-300,0.5,none,green,red,1397.0835120390586
428,33,0.5,none,red,green,493.1332066100536
429,167,0.5,none,green,red,1486.2933339348433
430,-33,0.5,none,red,green,913.192674024995
431,-100,0.5,none,green,red,1035.340887520415
432,-167,0.5,none,red,green,849.6419460954805
433,100,0.5,none,green,red,1158.1480953980486
434,100,0.5,none,red,green,171.31831591199676
435,-33,0.5,none,green,red,1518.8367128410973
436,167,0.5,none,red,green,1320.8254062906278
437,33,0.5,none,green,red,342.29955981285116
438,100,0.5,none,red,green,945.9564994504335
439,33,0.5,none,green,red,1605.8551500630588
440,167,0.5,none,red,green,328.31524305614187
441,-167,0.5,none,green,red,1807.9335282611205
442,-233,0.5,none,red,green,406.28581270590786
443,-233,0.5,none,green,red,1250.6641199826227
444,33,0.5,none,red,green,1799.3057040072672
445,-100,0.5,none,green,red,297.0069267058937
446,33,0.5,none,red,green,1665.8854794608092
447,167,0.5,none,green,red,1221.5873088244275
448,-300,0.5,none,red,green,1441.5653414181347
449,100,0.5,none,green,red,1329.8340673902264
450,-33,0.5,none,red,green,676.0440281611718
451,300,0.5,none,green,red,796.7946734660186
452,-300,0.5,none,red,green,553.8635765851642
453,-100,0.5,none,green,red,1526.0716770667354
454,-33,0.5,none,red,green,540.2490709690217
455,-33,0.5,none,green,red,1367.1864954161326
456,100,0.5,none,red,green,157.1470043418337
457,33,0.5,none,green,red,587.45565106696
458,167,0.5,none,red,green,1539.239576065483
459,-100,0.5,none,green,red,1546.5234159073605
460,-33,0.5,none,red,green,822.9756608455026
461,167,0.5,none,green,red,1191.520393902099
462,300,0.5,none,red,green,1010.7287665074035
463,300,0.5,none,green,red,730.4728639136322
464,-300,0.5,none,red,green,670.03924238693
465,233,0.5,none,green,red,694.620145623371
466,-33,0.5,none,red,green,305.5171581661774
467,167,0.5,none,green,red,1115.7417025087102
468,167,0.5,none,red,green,1593.0622137887779
469,233,0.5,none,green,red,305.44815187868494
470,-300,0.5,none,red,green,1008.1671736045487
471,-300,0.5,none,green,red,607.5290687484842
472,167,0.5,none,red,green,863.5685128612063
473,167,0.5,none,green,red,323.8018497496661
474,300,0.5,none,red,green,1203.3474528645456
475,167,0.5,none,green,red,414.0029723795756
476,233,0.5,none,red,green,947.767453391679
477,-33,0.5,none,green,red,1473.486497172934
478,300,0.5,none,red,green,1370.4976931534418
479,-233,0.5,none,green,red,820.1679803695342
480,-300,0.5,none,red,green,804.9164973392105
481,-167,0.5,none,green,red,470.3963231520796
482,-300,0.5,none,red,green,775.5389451316632
483,233,0.5,none,green,red,1421.6757409334637
484,-233,0.5,none,red,green,1612.6687422279765
485,-33,0.5,none,green,red,573.062538552318
486,-300,0.5,none,red,green,460.76034277003015
487,-167,0.5,none,green,red,732.2317592046843
488,167,0.5,none,red,green,593.0839424783057
489,-167,0.5,none,green,red,970.2122022512291
490,167,0.5,none,red,green,1655.2999822102656
491,-300,0.5,none,green,red,1204.9769083726474
492,300,0.5,none,red,green,488.16463596578063
493,233,0.5,none,green,red,1403.7706712498323
494,-167,0.5,none,red,green,466.53226069828503
495,-167,0.5,none,green,red,894.713046409371
496,-167,0.5,none,red,green,389.0797602007186
497,167,0.5,none,green,red,870.3394017849505
498,233,0.5,none,red,green,979.1297378083534
499,33,0.5,none,green,red,1177.8492617369525
